Sentence;Word;Tag
845;di;
845;Provinsi;B-geo
845;Riau;I-geo
845;dan;
845;Kalimantan.;B-geo
846;Dampak;
846;lainnya;
846;adalah;
846;mengkibatkan;
846;gangguan;
846;terhadap;
846;penerbangan;
846;dari;
846;dan;
846;ke;
846;Provinsi;
846;Riau;
846;dan;
846;Kalimantan.;B-geo
847;Tidak;
847;hanya;
847;itu,;
847;kebakaran;
847;hutan;
847;juga;
847;telah;
847;menyebabkan;
847;berbagai;
847;kerusakan,;
847;terutama;
847;terhadap;
847;kesehatan;
847;masyarakat,;
847;khususnya;
847;penyakit;
847;inpeksi;
847;saluran;
847;pernafasan;
847;atas;
847;(ISPA),;
847;baik;
847;di;
847;Indonsesia;B-geo
847;maupun;
847;di;
847;negara;
847;tetangga,;
847;sehingga;
847;menimbulkan;
847;protes;
847;dari;
847;negara;
847;tetanggga;
847;sepeti;
847;Malaysia,;B-geo
847;dan;
847;Singapura,;B-geo
847;karena;
847;memproduksi;
847;asap;
847;yang;
847;hampir;
847;terjadinya;
847;setiap;
847;tahun.;
848;Kebakaran;
848;hutan;
848;yang;
848;terjadi;
848;di;
848;Riau,;
848;bukan;
848;cerita;
848;baru,;
848;tetapi;
848;sudah;
848;merupakan;
848;kasus;
848;rutin;
848;yang;
848;terjadi;
848;di;
848;Riau;
848;sejak;
848;tahun;B-tim
848;1988;I-tim
848;hingga;
848;tahun;B-tim
848;2019.;I-tim
849;Dampak;
849;kebakaran;
849;hutan,;
849;menimbulkan;
849;kerugian;
849;bagi;
849;manusia,;
849;baik;
849;ekonomi,;
849;sosial,;
849;dan;
849;kesehatan.;
850;Selain;
850;itu,;
850;penegakan;
850;hukum;
850;dalam;
850;kasus;
850;kebakaran;
850;hutan;
850;di;
850;Provinsi;
850;Riau;
850;bahkan;
850;di;
850;Indonesia;B-geo
850;belum;
850;berjalan;
850;dengan;
850;baik;
850;dan;
850;belum;
850;maksimal;
850;dilakukan;
850;pemerintah,;
850;terutama;
850;di;
850;Riau.;B-geo
851;Kata;
851;kunci:;
851;Kebakaran,;
851;Hutan,;
851;dan;
851;Penegakan;
851;Hukum;
851;Abstract;
851;Forest;
851;fires,;
851;have;
851;become;
851;subscriptions;
851;and;
851;almost;
851;every;
851;year;
851;hit;
851;Riau,;B-geo
851;Indonesia.;B-geo
852;Apart;
852;from;
852;Riau,;
852;there;
852;were;
852;also;
852;Provinces;
852;in;
852;Kalimantan,;B-geo
852;and;
852;even;
852;almost;
852;all;
852;provinces;
852;in;
852;Sumatra;B-geo
852;and;
852;Kalimantan;B-geo
852;experienced;
852;and;
852;felt;
852;the;
852;impact;
852;of;
852;the;
852;annual;
852;forest;
852;fires.;
853;Impacts;
853;felt;
853;by;
853;the;
853;community;
853;such;
853;as;
853;the;
853;occurrence;
853;of;
853;haze;
853;that;
853;disrupt;
853;human;
853;health,;
853;especially;
853;in;
853;Riau;B-geo
853;and;
853;Kalimantan;B-geo
853;Provinces.;I-geo
854;Another;
854;impact;
854;is;
854;causing;
854;disruption;
854;to;
854;flights;
854;to;
854;and;
854;from;
854;the;
854;provinces;B-geo
854;of;I-geo
854;Riau;I-geo
854;and;
854;Kalimantan.;B-geo
855;Not;
855;only;
855;that,;
855;forest;
855;fires;
855;have;
855;also;
855;caused;
855;various;
855;damages,;
855;especially;
855;to;
855;public;
855;health,;
855;especially;
855;upper;
855;respiratory;
855;infection;
855;(ISPA),;
855;both;
855;in;
855;Indonesia;
855;and;
855;neighboring;
855;countries,;
855;causing;
855;protests;
855;from;
855;neighboring;
855;countries;
855;such;
855;as;
855;Malaysia;B-geo
855;and;
855;Singapore,;B-geo
855;due;
855;to;
855;producing;
855;smoke;
855;which;
855;happens;
855;almost;
855;every;
855;year.;
856;Forest;
856;fires;
856;that;
856;occur;
856;in;
856;Riau,;
856;is;
856;not;
856;a;
856;new;
856;story,;
856;but;
856;has;
856;been;
856;a;
856;routine;
856;case;
856;that;
856;occurred;
856;in;
856;Riau;B-geo
856;from;
856;1988;
856;to;
856;2019.;
857;The;
857;impact;
857;of;
857;forest;
857;fires,;
857;causing;
857;harm;
857;to;
857;humans,;
857;both;
857;economic,;
857;social,;
857;and;
857;health.;
858;In;
858;addition,;
858;law;
858;enforcement;
858;in;
858;the;
858;case;
858;of;
858;forest;
858;fires;
858;in;
858;Riau;B-geo
858;Province;I-geo
858;and;
858;even;
858;in;
858;Indonesia;B-geo
858;has;
858;not;
858;gone;
858;well;
858;and;
858;has;
858;not;
858;been;
858;maximally;
858;implemented;
858;by;
858;the;
858;government,;
858;especially;
858;in;
858;Riau.;B-geo
859;Keywords:;
859;Fire,;
859;Forest,;
859;and;
859;Law;
859;Enforcement;
860;Situasi;
860;kebakaran;
860;hutan;
860;di;
860;Indonesia;B-geo
860;bersama;
860;dengan;
860;kabut;
860;asapnya;
860;saat;
860;ini;
860;menjadi;
860;permasalahan;
860;serius;
860;baik;
860;di;
860;tingkat;
860;nasional;
860;maupun;
860;internasional.;
861;Hal;
861;ini;
861;harus;
861;ditangani;
861;dengan;
861;pendekatan;
861;kolaboratif;
861;dan;
861;melibatkan;
861;berbagai;
861;pemangku;
861;kepentingan;
861;untuk;
861;secara;
861;komprehensif;
861;mengatasi;
861;akar;
861;penyebab;
861;pembakaran;
861;atas;
861;serentetan;
861;kebakaran;
861;saat;
861;ini.;
862;"
Selama";
862;beberapa;
862;pekan;
862;belakangan;
862;ini,;
862;kami;
862;secara;
862;proaktif;
862;berkomunikasi;
862;dengan;
862;para;
862;pemangku;
862;kepentingan;
862;dan;
862;media;
862;mengenai;
862;situasi;
862;kebakaran;
862;hutan;
862;yang;
862;kami;
862;hadapi.;
863;Sejumlah;
863;media;
863;dan;
863;LSM;
863;telah;
863;menerbitkan;
863;laporan;
863;dan;
863;berita;
863;mengenai;
863;situasi;
863;terkini,;
863;yang;
863;beberapa;
863;di;
863;antaranya;
863;menyebut;
863;APRIL.;
864;Di;
864;sini,;
864;kami;
864;menyediakan;
864;informasi;
864;terkini;
864;bagi;
864;seluruh;
864;pemangku;
864;kepentingan;
864;kami;
864;mengenai;
864;langkah;
864;yang;
864;diambil;
864;APRIL,;
864;saat;
864;ini;
864;dan;
864;pada;
864;masa;
864;lalu,;
864;dalam;
864;mencegah;
864;dan;
864;menekan;
864;kebakaran;
864;hutan.;
865;"
Situasi";
865;Saat;
865;"Ini

Kabut";
865;asap;
865;kebakaran;
865;hutan;
865;yang;
865;mengepung;
865;Sumatera,;B-geo
865;yang;
865;telah;
865;menyebar;
865;sampai;
865;ke;
865;Singapura;B-geo
865;dan;
865;Kuala;B-geo
865;Lumpur,;I-geo
865;sebagian;
865;besar;
865;disebabkan;
865;oleh;
865;kebakaran;
865;hutan;
865;di;
865;Jambi,;B-geo
865;Sumatera;B-geo
865;Selatan,;I-geo
865;Kalimantan,;B-geo
865;serta;
865;beberapa;
865;kebakaran;
865;yang;
865;juga;
865;terjadi;
865;di;
865;Riau.;B-geo
866;Angin;
866;yang;
866;berhembus;
866;dari;
866;Jambi;B-geo
866;dan;
866;Sumatera;B-geo
866;Selatan;I-geo
866;dapat;
866;membawa;
866;asap;
866;bergerak;
866;ke;
866;utara;
866;melalui;
866;Riau;B-geo
866;di;
866;mana;
866;lokasi;
866;operasional;
866;kami;
866;berada,;
866;dan;
866;terus;
866;bergerak;
866;ke;
866;Semenanjung;B-geo
866;Malaya.;I-geo
867;Kabut;
867;asap;
867;yang;
867;mengepung;
867;Singapura;B-geo
867;umumnya;
867;juga;
867;berasal;
867;dari;
867;Sumatera;B-geo
867;Selatan;I-geo
867;dan;
867;Jambi,;B-geo
867;namun;
867;bisa;
867;juga;
867;dari;
867;kebakaran;
867;hutan;
867;di;
867;Kalimantan.;B-geo
868;"
Secara";
868;keseluruhan,;
868;belum;
868;ada;
868;dampak;
868;signifikan;
868;terhadap;
868;kegiatan;
868;operasional;
868;kami.;
869;Wilayah;
869;konsesi;
869;APRIL;
869;secara;
869;umum;
869;bebas;
869;dari;
869;api,;
869;termasuk;
869;area;
869;restorasi;
869;dan;
869;konservasi;
869;kami.;
870;"
Data";
870;Global;
870;Forest;
870;Watch;
870;pada;
870;periode;
870;1;B-tim
870;September;I-tim
870;hingga;
870;24;B-tim
870;September;I-tim
870;mengindikasikan;
870;bahwa;
870;88%;B-qty
870;titik;I-qty
870;api;I-qty
870;di;
870;Riau;B-geo
870;terjadi;
870;di;
870;luar;
870;konsesi;
870;serat;
870;kayu,;
870;dimana;
870;APRIL;
870;dan;
870;pemasoknya;
870;tercakup;
870;dalam;
870;2%;B-qty
870;titik;I-qty
870;api.;I-qty
871;Pada;
871;akhir;
871;Agustus;
871;ini,;
871;APRIL;
871;telah;
871;mengidentifikasi;
871;384;B-qty
871;titik;I-qty
871;api,;I-qty
871;yang;
871;8%;
871;di;
871;antaranya;
871;dikonfirmasi;
871;sebagai;
871;kebakaran;
871;hutan.;
872;Lebih;
872;lanjut,;
872;102;B-qty
872;titik;I-qty
872;api;I-qty
872;ini;
872;berhubungan;
872;dengan;
872;15;B-qty
872;insiden;I-qty
872;kebakaran;I-qty
872;terpisah.;
873;Kebakaran;
873;ini;
873;rata-rata;
873;bersifat;
873;kecil;
873;yakni;
873;kurang;
873;dari;
873;satu;
873;hektar;
873;dan;
873;secara;
873;cepat;
873;dideteksi,;
873;dipadamkan,;
873;dilaporkan,;
873;dan;
873;diinvestigasi.;
874;Rasio;
874;keseluruhan;
874;titik;
874;api;
874;terhadap;
874;kebakaran;
874;yang;
874;terjadi;
874;sejalan;
874;dengan;
874;pola;
874;historis;
874;untuk;
874;wilayah;
874;operasional;
874;kami.;
875;Pada;
875;bulan;B-tim
875;September,;I-tim
875;kami;
875;mencatat;
875;18;B-qty
875;titik;I-qty
875;api;I-qty
875;di;
875;sepanjang;
875;area;
875;konsesi;
875;APRIL;
875;dan;
875;para;
875;pemasok,;
875;14;
875;diantaranya;
875;terkait;
875;dengan;
875;insiden;
875;kebakaran;
875;yang;
875;sama.;
876;"
APRIL";
876;memperoleh;
876;data;
876;titik;
876;api;
876;dan;
876;kebakaran;
876;hutan;
876;dari;
876;dua;
876;sistem;
876;berbasis;
876;NASA;
876;–;
876;Satelit;
876;NOAA;
876;dan;
876;MODIS;
876;yang;
876;menunjukkan;
876;anomali;
876;termal;
876;dalam;
876;area;
876;seluas;B-qty
876;1,1km2;I-qty
876;–;
876;serta;
876;data;
876;dari;
876;Aqua,;
876;Terra,;
876;dan;
876;SNPP;
876;(Kementerian;B-org
876;Lingkungan;I-org
876;Hidup;I-org
876;dan;I-org
876;Kehutanan),;I-org
876;didukung;
876;oleh;
876;upaya;
876;pemantauan;
876;kami;
876;dari;
876;menara;
876;pemantau;
876;kebakaran;
876;dan;
876;CCTV.;
877;Tidak;
877;semua;
877;sumber;
877;data;
877;konsisten,;
877;sehingga;
877;setiap;
877;titik;
877;api;
877;diperiksa;
877;langsung;
877;ke;
877;lapangan;
877;dan;
877;segera;
877;dilaporkan;
877;dalam;
877;waktu;
877;24;
877;jam;
877;untuk;
877;mengatasi;
877;perbedaan;
877;data;
877;tersebut.;
878;Kami;
878;juga;
878;tetap;
878;waspada;
878;dengan;
878;respon;
878;kebakaran;
878;dan;
878;penekanan;
878;kebakaran;
878;di;
878;dalam;
878;serta;
878;di;
878;luar;
878;wilayah;
878;konsesi;
878;kami,;
878;untuk;
878;mendukung;
878;penekanan;
878;14;B-qty
878;insiden;I-qty
878;kebakaran;I-qty
878;hingga;
878;5km;
878;di;
878;luar;
878;wilayah;
878;konsesi;
878;kami.;
879;"
APRIL";
879;sepenuhnya;
879;mematuhi;
879;regulasi;
879;terkait;
879;yang;
879;dikeluarkan;
879;Pemerintah;
879;Indonesia.;
880;Menindaklanjuti;
880;dua;B-qty
880;insiden;I-qty
880;kebakaran;I-qty
880;yang;
880;dilaporkan;
880;—;
880;satu;
880;di;
880;konsesi;
880;APRIL;
880;(PT;
880;RAPP);
880;dan;
880;yang;
880;satunya;
880;di;
880;konsesi;
880;milik;
880;mitra;
880;pemasok;
880;—;
880;daerah;
880;kebakaran;
880;di;
880;dalam;
880;kedua;
880;wilayah;
880;konsesi;
880;ini;
880;telah;
880;disegel;
880;oleh;
880;Kementerian;B-org
880;Lingkungan;I-org
880;Hidup;I-org
880;dan;I-org
880;Kehutanan,;I-org
880;sehingga;
880;penyebab;
880;kebakaran;
880;tersebut;
880;dapat;
880;diinvestigasi;
880;lebih;
880;lanjut.;
881;"
Insiden";
881;kebakaran;
881;PT;B-org
881;RAPP;I-org
881;terjadi;
881;di;
881;Pelalawan;B-geo
881;Utara;I-geo
881;–;
881;Blok;
881;Dayun;
881;yang;
881;berada;
881;dalam;
881;wilayah;
881;yang;
881;tumpang;
881;tindih;
881;dengan;
881;wilayah;
881;yang;
881;dikelola;
881;PT;B-org
881;Caltex;I-org
881;Pacific;I-org
881;Indonesia,;I-org
881;yang;
881;merupakan;
881;subyek;
881;sengketa;
881;tanah;
881;yang;
881;sedang;
881;berlangsung;
881;antara;
881;masyarakat;
881;setempat;
881;dan;
881;sebagian;
881;besar;
881;tanah;
881;ini;
881;telah;
881;ditanami;
881;kelapa;
881;sawit;
881;oleh;
881;masyarakat.;
882;Konsesi;
882;pemasok;
882;yang;
882;terkena;
882;dampak;
882;kebakaran;
882;adalah;
882;PT;B-org
882;SRL;I-org
882;Block;
882;3;
882;(Kubu),;
882;yang;
882;memiliki;
882;sejarah;
882;panjang;
882;atas;
882;klaim;
882;tanah;
882;dan;
882;perambahan;
882;yang;
882;belum;
882;terselesaikan;
882;sejak;
882;saat;
882;izin;
882;HTI;
882;(Hutan;
882;Tanaman;
882;Industri);
882;diperoleh.;
883;Hasilnya,;
883;perusahaan;
883;tidak;
883;dapat;
883;melakukan;
883;kegiatan;
883;operasional;
883;apa;
883;pun,;
883;termasuk;
883;pengembangan;
883;tanaman;
883;dan;
883;wilayah;
883;tersebut;
883;seringkali;
883;dirambah;
883;sebagai;
883;tempat;
883;perkebunan;
883;kelapa;
883;sawit.;
884;Kebakaran;
884;baru-baru;
884;ini;
884;disebabkan;
884;oleh;
884;kelanjutan;
884;ekspansi;
884;kelapa;
884;sawit;
884;pada;
884;konsesi;
884;tersebut.;
885;Kami;
885;sepenuhnya;
885;bekerja;
885;sama;
885;dalam;
885;proses;
885;investigasi;
885;untuk;
885;kedua;
885;kasus;
885;ini.;
886;"
Pendekatan";
886;Keseluruhan;
886;terhadap;
886;Pencegahan;
886;dan;
886;Penekanan;
886;Kebakaran;
886;"Hutan

Kami";
886;telah;
886;bekerja;
886;keras;
886;selama;
886;beberapa;
886;tahun;
886;ke;
886;belakang;
886;untuk;
886;mencegah;
886;kebakaran;
886;hutan,;
886;menggandeng;
886;masyarakat;
886;setempat;
886;untuk;
886;membantu;
886;upaya;
886;kami;
886;dan;
886;memberikan;
886;insentif;
886;kepada;
886;mereka;
886;untuk;
886;mengubah;
886;praktik-praktik;
886;selama;
886;ini;
886;melalui;
886;Fire;
886;Free;
886;Village;
886;Program;
886;serta;
886;kegiatan;
886;lainnya.;
887;Fakta;
887;menunjukkan;
887;bahwa;
887;inisiatif-inisiatif;
887;tersebut;
887;memberi;
887;hasil;
887;nyata;
887;bagi;
887;desa-desa;
887;yang;
887;berpartisipasi,;
887;dengan;
887;penurunan;
887;jumlah;
887;insiden;
887;kebakaran;
887;dan;
887;jumlah;
887;lahan;
887;yang;
887;terbakar.;
888;"
Kami";
888;telah;
888;menginvestasikan;
888;USD9;
888;juta;
888;dalam;
888;meningkatkan;
888;kemampuan;
888;menekan;
888;kebakaran;
888;dan;
888;kini;
888;sepenuhnya;
888;mengerahkan;
888;dua;
888;helikopter,;
888;duaairboat,;
888;39;B-qty
888;menara;I-qty
888;pemantau,;I-qty
888;482;B-qty
888;pompa;I-qty
888;air,;I-qty
888;dan;
888;pelatihan;
888;pemadaman;
888;kebakaran;
888;bagi;
888;724;B-qty
888;relawan;I-qty
888;di;
888;39;B-qty
888;desa;I-qty
888;di;
888;Riau.;B-geo
889;Kami;
889;dibantu;
889;oleh;
889;Fire;
889;Coordination;
889;Centre;
889;terbaru;
889;—;
889;yang;
889;berlokasi;
889;di;
889;dekat;
889;wilayah;
889;operasi;
889;produksi;
889;perusahaan;
889;—;
889;dalam;
889;mengelola;
889;aktivitas;
889;pemantauan;
889;dan;
889;penekanan;
889;kebakaran;
889;di;
889;seluruh;
889;konsesi;
889;APRIL;
889;dan;
889;konsesi;
889;pemasok.;
890;"
Kami";
890;tetap;
890;berkomitmen;
890;pada;
890;pengelolaan;
890;lahan;
890;gambut;
890;yang;
890;bertanggung;
890;jawab;
890;dan;
890;berdasarkan;
890;pendekatan;
890;ilmiah.;
891;Kami;
891;juga;
891;melindungi;
891;serta;
891;mengelola;
891;restorasi;
891;ekosistem;
891;satu-satunya;
891;dan;
891;terbesar;
891;di;
891;Provinsi;B-geo
891;Riau,;I-geo
891;Indonesia;I-geo
891;melalui;
891;proyek;
891;Riau;
891;Ecosystem;
891;Restoration;
891;(RER).;
892;Dengan;
892;total;
892;luas;
892;150.000;B-qty
892;hektar,;I-qty
892;RER;
892;tidak;
892;pernah;
892;mengalami;
892;kebakaran;
892;meskipun;
892;wilayah;
892;restorasi;
892;ekosistem;
892;lain;
892;sedang;
892;berjuang;
892;mencegah;
892;perambahan;
892;dan;
892;kebakaran;
892;pada;
892;musim;
892;kemarau;
892;ini.;
893;"
Kondisi";
893;kebakaran;
893;saat;
893;ini;
893;merupakan;
893;krisis;
893;yang;
893;membutuhkan;
893;keterlibatan;
893;seluruh;
893;pemangku;
893;kepentingan;
893;untuk;
893;bekerja;
893;sama;
893;secara;
893;konstruktif;
893;dan;
893;kolaboratif.;
894;APRIL;
894;berkomitmen;
894;untuk;
894;menjadi;
894;bagian;
894;dari;
894;upaya;
894;ini;
894;dan;
894;akan;
894;terus;
894;mencari;
894;solusi;
894;berkelanjutan;
894;dalam;
894;memberikan;
894;dukungan;
894;kepada;
894;pemerintah;B-org
894;Indonesia,;I-org
894;masyarakat;
894;setempat,;
894;dan;
894;para;
894;pemangku;
894;kepentingan;
894;lain.;
895;Perbedaan;
895;Karhutla;
895;Yang;
895;Terjadi;
895;Di;
895;Indonesia;B-geo
895;Dengan;
895;Di;
895;"Amazon

Nationalgeographic.co.id";
895;–;
895;Kebakaran;
895;hutan;
895;merupakan;
895;masalah;
895;serius;
895;yang;
895;saat;
895;ini;
895;sejak;
895;banyak;
895;terjadi.;
896;Kebakaran;
896;hutan;
896;dan;
896;lahan;
896;yang;
896;terjadi;
896;di;
896;Riau;B-geo
896;dan;
896;Kalimantan;B-geo
896;menarik;
896;perhatian;
896;dari;
896;berbagai;
896;pihak.;
897;"
Akibat";
897;adanya;
897;kebakaran;
897;hutan;
897;yang;
897;terjadi;
897;di;
897;Indonesia;B-geo
897;beberapa;
897;wilayah;
897;juga;
897;ikut;
897;merasakan;
897;imbasnya,;
897;daerah;
897;tersebut;
897;seperti;
897;Jambi,;B-geo
897;Palembang,;B-geo
897;Banjarmasin,;B-geo
897;Palangkaraya,;B-geo
897;hingga;
897;Malaysia;B-geo
897;juga;
897;ikut;
897;merasakan;
897;dampak;
897;adanya;
897;bencana;
897;ini.;
898;Kabut;
898;asap;
898;pekat;
898;yang;
898;terjadi;
898;karena;
898;kebakaran;
898;hutan;
898;memberikan;
898;dampak;
898;yang;
898;buruk;
898;terhadap;
898;kesehatan;
898;seseorang;
898;menghirupnya.;
899;"
Menurut";
899;data;
899;Badan;
899;Penanggulangan;
899;Bencana;
899;dan;
899;Kementerian;B-org
899;Kesehatan;I-org
899;yang;
899;diolah;
899;Litbang;
899;Kompas;
899;akibat;
899;adanya;
899;bencana;
899;ini;
899;jumlah;
899;penderita;
899;Infeksi;
899;Saluran;
899;Pernapasan;
899;Akut;
899;(ISPA);
899;meningkat.;
900;Sejak;B-tim
900;Maret;I-tim
900;hingga;
900;September;B-tim
900;2019;I-tim
900;tercatat;
900;52.635;B-qty
900;orang;I-qty
900;terserang;
900;ISPA;
900;akibat;
900;karhutla.;
901;"
Tebalnya";
901;kabut;
901;asap;
901;ini;
901;juga;
901;menyebabkan;
901;jarak;
901;pandang;
901;yang;
901;pendek;
901;sehingga;
901;membuat;
901;jalur;
901;transportasi;
901;udara;
901;terganggu.;
902;Dilansir;
902;dari;
902;Kompas.com;
902;ada;
902;lebih;
902;dari;
902;80;B-qty
902;jadwal;I-qty
902;penerbangan;
902;dibatalkan;
902;akibat;
902;hal;
902;tersebut.;
903;"
Bencana";
903;kabut;
903;asap;
903;akibat;
903;karhutla;
903;terjadi;
903;hampir;
903;setiap;
903;tahun.;
904;Hal;
904;ini;
904;diungkapkan;
904;oleh;
904;Manager;
904;Kampanye;
904;Pangan,;
904;Air,;
904;dan;
904;Ekosistem;
904;Esensial;
904;dari;
904;Wahana;B-org
904;Lingkungan;I-org
904;Hidup;I-org
904;Indonesia;I-org
904;(WALHI),;I-org
904;Wahyu;B-per
904;A.;I-per
905;Pradana.;I-per
906;Menurutnya;
906;sejak;B-tim
906;2018;I-tim
906;sampai;
906;awal;
906;September;B-tim
906;2019;I-tim
906;ada;
906;sekitar;
906;19.000;B-qty
906;titik;I-qty
906;panas;I-qty
906;di;
906;Indonesia.;B-geo
907;"
Wahyu";B-per
907;juga;
907;mengungkapkan;
907;bahwa;
907;karhutla;
907;di;
907;Indonesia;B-geo
907;berbeda;
907;dengan;
907;di;
907;Amazon.;B-geo
908;"
“Ada";
908;perbedaan;
908;mendasar;
908;antara;
908;kebakaran;
908;hutan;
908;Amazon;B-geo
908;dengan;
908;kebakaran;
908;hutan;
908;di;
908;tanah;
908;gambut,”;
908;ungkapnya;
908;kepada;
908;Kompas.com.;
909;"
Kebakaran";
909;hutan;
909;yang;
909;terjadi;
909;di;
909;tanah;
909;gambut,;
909;menurutnya;
909;belum;
909;bisa;
909;reda;
909;hanya;
909;dengan;
909;menghilangkan;
909;asap;
909;di;
909;udara.;
910;Pasalnya,;
910;jauh;
910;di;
910;bawah;
910;tanah,;
910;di;
910;kedalaman;B-qty
910;20;I-qty
910;meter;I-qty
910;lebih;
910;di;
910;bawah;
910;tanah;
910;masih;
910;ada;
910;bara-bara;
910;api;
910;yang;
910;menyala;
910;dan;
910;merambat;
910;cukup;
910;jauh.;
911;Adanya;
911;hal;
911;ini;
911;membuat;
911;kebakaran;
911;di;
911;tanah;
911;gambut;
911;lebih;
911;cepat;
911;terulang;
911;dan;
911;terjadi;
911;kembali.;
912;Sedangkan;
912;kebakaran;
912;di;
912;hutan;B-geo
912;Amazon;I-geo
912;terjadi;
912;di;
912;atas;
912;tanah;
912;jadi;
912;ketika;
912;api;
912;dipadamkan;
912;di;
912;atas;
912;tanah;
912;maka;
912;api;
912;sudah;
912;benar-benar;
912;padam.;
913;"
“Gambut";
913;ini;
913;analoginya;
913;seperti;
913;kapas;
913;kapuk.;
914;Ketika;
914;terbakar,;
914;tidak;
914;hanya;
914;di;
914;permukaan,;
914;tapi;
914;merambat;
914;ke;
914;bawahnya,”;
914;paparnya.;
915;"
Ia";
915;menambahkan;
915;bahwa;
915;penyiraman;
915;di;
915;satu;
915;titik;
915;tidak;
915;akan;
915;cukup;
915;untuk;
915;memadamkan;
915;api;
915;yang;
915;menyebar;
915;di;
915;tanah;
915;gambut.;
916;Hal;
916;itu;
916;menjelaskan;
916;bahwa;
916;kebakaran;
916;hutan;
916;yang;
916;terjadi;
916;di;
916;tanah;
916;gambut;
916;dan;
916;tanah;
916;mineral;
916;jelas;
916;berbeda.;
917;Jangka;
917;waktu;
917;untuk;
917;menghentikan;
917;kebakaran;
917;ini;
917;juga;
917;berbeda,;
917;di;
917;tanha;
917;gambut;
917;akan;
917;menghabiskan;
917;waktu;
917;lebih;
917;lama;
917;untuk;
917;menghentikannya;
917;daripada;
917;di;
917;tanah;
917;mineral.;
918;"
PROMOTED";
918;"CONTENT

Video";
918;Pilihan;
919;Jakarta;
919;(Indonesia),;
919;23;
919;September;
919;2019;
919;–;
919;Kebakaran;
919;hutan;
919;dan;
919;lahan;
919;gambut;
919;serta;
919;kabut;
919;asap;
919;yang;
919;melanda;
919;Pulau;B-geo
919;Kalimantan;I-geo
919;dan;
919;Sumatra;B-geo
919;menyebabkan;
919;10;B-qty
919;juta;I-qty
919;anak;I-qty
919;terpapar;
919;risiko;
919;polusi;
919;udara,;
919;demikian;
919;keterangan;
919;yang;
919;disampaikan;
919;UNICEF;B-org
919;hari;
919;ini.;
920;"
Anak-anak";
920;berusia;
920;muda;
920;secara;
920;khusus;
920;rentan;
920;terhadap;
920;polusi;
920;udara;
920;karena;
920;mereka;
920;bernapas;
920;lebih;
920;cepat,;
920;sementara;
920;kekuatan;
920;fisik;
920;dan;
920;daya;
920;tahan;
920;tubuhnya;
920;belum;
920;sempurna.;
921;Diperkirakan;
921;terdapat;
921;2,4;B-qty
921;juta;I-qty
921;anak;I-qty
921;balita;
921;di;
921;kedua;
921;wilayah;
921;tersebut;
921;yang;
921;terdampak;
921;kabut;
921;asap;
921;dan;
921;kebakaran;
921;hutan;
921;yang;
921;sudah;
921;berlangsung;
921;sejak;
921;Juli;B-tim
921;2019;I-tim
921;di;
921;Indonesia.;B-geo
922;"
UNICEF";B-org
922;juga;
922;memeringatkan;
922;bahwa;
922;polusi;
922;udara;
922;berdampak;
922;pada;
922;bayi;
922;dalam;
922;kandungan.;
923;Riset;
923;menunjukkan;
923;bahwa;
923;bayi;
923;yang;
923;lahir;
923;dari;
923;ibu;
923;yang;
923;terpapar;
923;polusi;
923;tingkat;
923;tinggi;
923;selama;
923;kehamilan;
923;berisiko;
923;lebih;
923;besar;
923;mengalami;
923;gangguan;
923;pertumbuhan;
923;di;
923;dalam;
923;rahim,;
923;berat;
923;badan;
923;lahir;
923;rendah,;
923;dan;
923;bayi;
923;lahir;
923;prematur.;
924;"
“Buruknya";
924;kualitas;
924;udara;
924;adalah;
924;tantangan;
924;berat;
924;yang;
924;semakin;
924;meningkat;
924;bagi;
924;Indonesia,”;
924;kata;
924;Perwakilan;
924;UNICEF;B-org
924;Debora;B-per
924;Comini.;I-per
925;“Setiap;
925;tahun,;
925;ada;
925;jutaan;
925;anak;
925;yang;
925;menghirup;
925;udara;
925;beracun;
925;dan;
925;hal;
925;ini;
925;mengancam;
925;kesehatan;
925;serta;
925;mengakibatkan;
925;mereka;
925;tidak;
925;dapat;
925;belajar;
925;di;
925;sekolah—efeknya;
925;adalah;
925;kerugian;
925;fisik;
925;dan;
925;kognitif;
925;seumur;
925;hidup;
925;seorang;
925;"anak.”

Menurut";
925;Kementerian;B-org
925;Pendidikan;I-org
925;dan;I-org
925;Kebudayaan;I-org
925;Republik;I-org
925;Indonesia,;I-org
925;kualitas;
925;udara;
925;yang;
925;buruk;
925;saat;
925;ini;
925;berdampak;
925;pada;
925;lebih;
925;dari;
925;46.000;B-qty
925;sekolah;I-qty
925;atau;
925;lebih;
925;dari;
925;7,8;B-qty
925;juta;I-qty
925;murid.;I-qty
926;Di;
926;daerah-daerah;
926;yang;
926;merasakan;
926;dampak;
926;terberat;
926;kebakaran;
926;hutan,;
926;banyak;
926;sekolah;
926;terpaksa;
926;ditutup;
926;sehingga;
926;menghambat;
926;kesempatan;
926;anak;
926;untuk;
926;belajar.;
927;"
Kebakaran";
927;hutan;
927;dan;
927;lahan;
927;gambut;
927;memang;
927;kerap;
927;terjadi;
927;di;
927;Indonesia;B-geo
927;pada;
927;musim;
927;kemarau,;
927;namun;
927;situasi;
927;ini;
927;diperparah;
927;oleh;
927;beberapa;
927;faktor,;
927;termasuk;
927;musim;
927;kering;
927;berkepanjangan,;
927;El;
927;Niño,;
927;dan;
927;pemanasan;
927;global.;
928;"
“Keluarga";
928;dan;
928;anak-anak;
928;mereka;
